nome 1	linha 1	nome 2	linha 2
j. b. j. pereira	Membro Externo	a. l. silva	Membro Externo
j. b. j. pereira	Membro Externo	c. r. silveira junior	Membro Externo
m. a. c. paiva	Membro Externo	a. l. silva	Membro Externo
m. a. c. paiva	Membro Externo	c. r. silveira junior	Membro Externo
a. l. silva	Membro Externo	c. r. silveira junior	Membro Externo
g. c. hoffmann	Membro Externo	sergio botelho de oliveira	Tecnologia e Gerenciamento de Resíduos
g. c. hoffmann	Membro Externo	j. c. hoffmann	Membro Externo
g. c. hoffmann	Membro Externo	p. v. s. rezende	Membro Externo
g. c. hoffmann	Membro Externo	a. p. c. gomide	Membro Externo
g. c. hoffmann	Membro Externo	j. a. f. barbosa junior	Membro Externo
sergio botelho de oliveira	Tecnologia e Gerenciamento de Resíduos	j. c. hoffmann	Membro Externo
sergio botelho de oliveira	Tecnologia e Gerenciamento de Resíduos	p. v. s. rezende	Membro Externo
sergio botelho de oliveira	Tecnologia e Gerenciamento de Resíduos	a. p. c. gomide	Membro Externo
sergio botelho de oliveira	Tecnologia e Gerenciamento de Resíduos	j. a. f. barbosa junior	Membro Externo
sergio botelho de oliveira	Tecnologia e Gerenciamento de Resíduos	d. p. barbosa	Membro Externo
j. c. hoffmann	Membro Externo	p. v. s. rezende	Membro Externo
j. c. hoffmann	Membro Externo	a. p. c. gomide	Membro Externo
j. c. hoffmann	Membro Externo	j. a. f. barbosa junior	Membro Externo
p. v. s. rezende	Membro Externo	a. p. c. gomide	Membro Externo
p. v. s. rezende	Membro Externo	j. a. f. barbosa junior	Membro Externo
a. p. c. gomide	Membro Externo	j. a. f. barbosa junior	Membro Externo
fernando schimidt	Tecnologia e Gerenciamento de Resíduos	c. m. e. silva neto	Membro Externo
a. l. c. franco	Membro Externo	b. alvarenga	Membro Externo
a. l. c. franco	Membro Externo	w.p. calixto	Membro Externo
b. alvarenga	Membro Externo	w.p. calixto	Membro Externo
agna maria de souza coelho	Membro Externo	claudia conceicao coimbra	Membro Externo
agna maria de souza coelho	Membro Externo	danubia zanotelli soares	Membro Externo
agna maria de souza coelho	Membro Externo	denes luis reis pedrosa	Membro Externo
agna maria de souza coelho	Membro Externo	denis lopes de brito	Membro Externo
agna maria de souza coelho	Membro Externo	elisangela ferreira menezes	Membro Externo
agna maria de souza coelho	Membro Externo	ellen cristina gazzotto soares almeida	Membro Externo
agna maria de souza coelho	Membro Externo	gean magalhaes da costa	Membro Externo
agna maria de souza coelho	Membro Externo	hellen virginia da silva alves	Membro Externo
agna maria de souza coelho	Membro Externo	jefferson henrique cidreira	Membro Externo
agna maria de souza coelho	Membro Externo	joao gabriel gomes de oliveira junior	Membro Externo
agna maria de souza coelho	Membro Externo	alessandro aguilera silva	Membro Externo
agna maria de souza coelho	Membro Externo	juander antonio de oliveira souza	Membro Externo
agna maria de souza coelho	Membro Externo	alex mota dos santos	Modelagem de Sistemas
agna maria de souza coelho	Membro Externo	allan rodrigues augusto	Membro Externo
agna maria de souza coelho	Membro Externo	amanda michalski	Membro Externo
agna maria de souza coelho	Membro Externo	barbara elis nascimento silva	Membro Externo
agna maria de souza coelho	Membro Externo	celso pereira de oliveira	Membro Externo
agna maria de souza coelho	Membro Externo	charlot jn charles	Membro Externo
agna maria de souza coelho	Membro Externo	claudia cleomar ximenes	Membro Externo
claudia conceicao coimbra	Membro Externo	danubia zanotelli soares	Membro Externo
claudia conceicao coimbra	Membro Externo	denes luis reis pedrosa	Membro Externo
claudia conceicao coimbra	Membro Externo	denis lopes de brito	Membro Externo
claudia conceicao coimbra	Membro Externo	elisangela ferreira menezes	Membro Externo
claudia conceicao coimbra	Membro Externo	ellen cristina gazzotto soares almeida	Membro Externo
claudia conceicao coimbra	Membro Externo	gean magalhaes da costa	Membro Externo
claudia conceicao coimbra	Membro Externo	hellen virginia da silva alves	Membro Externo
claudia conceicao coimbra	Membro Externo	jefferson henrique cidreira	Membro Externo
claudia conceicao coimbra	Membro Externo	joao gabriel gomes de oliveira junior	Membro Externo
claudia conceicao coimbra	Membro Externo	alessandro aguilera silva	Membro Externo
claudia conceicao coimbra	Membro Externo	juander antonio de oliveira souza	Membro Externo
claudia conceicao coimbra	Membro Externo	alex mota dos santos	Modelagem de Sistemas
claudia conceicao coimbra	Membro Externo	allan rodrigues augusto	Membro Externo
claudia conceicao coimbra	Membro Externo	amanda michalski	Membro Externo
claudia conceicao coimbra	Membro Externo	barbara elis nascimento silva	Membro Externo
claudia conceicao coimbra	Membro Externo	celso pereira de oliveira	Membro Externo
claudia conceicao coimbra	Membro Externo	charlot jn charles	Membro Externo
claudia conceicao coimbra	Membro Externo	claudia cleomar ximenes	Membro Externo
danubia zanotelli soares	Membro Externo	denes luis reis pedrosa	Membro Externo
danubia zanotelli soares	Membro Externo	denis lopes de brito	Membro Externo
danubia zanotelli soares	Membro Externo	elisangela ferreira menezes	Membro Externo
danubia zanotelli soares	Membro Externo	ellen cristina gazzotto soares almeida	Membro Externo
danubia zanotelli soares	Membro Externo	gean magalhaes da costa	Membro Externo
danubia zanotelli soares	Membro Externo	hellen virginia da silva alves	Membro Externo
danubia zanotelli soares	Membro Externo	jefferson henrique cidreira	Membro Externo
danubia zanotelli soares	Membro Externo	joao gabriel gomes de oliveira junior	Membro Externo
danubia zanotelli soares	Membro Externo	alessandro aguilera silva	Membro Externo
danubia zanotelli soares	Membro Externo	juander antonio de oliveira souza	Membro Externo
danubia zanotelli soares	Membro Externo	alex mota dos santos	Modelagem de Sistemas
danubia zanotelli soares	Membro Externo	allan rodrigues augusto	Membro Externo
danubia zanotelli soares	Membro Externo	amanda michalski	Membro Externo
danubia zanotelli soares	Membro Externo	barbara elis nascimento silva	Membro Externo
danubia zanotelli soares	Membro Externo	celso pereira de oliveira	Membro Externo
danubia zanotelli soares	Membro Externo	charlot jn charles	Membro Externo
danubia zanotelli soares	Membro Externo	claudia cleomar ximenes	Membro Externo
denes luis reis pedrosa	Membro Externo	denis lopes de brito	Membro Externo
denes luis reis pedrosa	Membro Externo	elisangela ferreira menezes	Membro Externo
denes luis reis pedrosa	Membro Externo	ellen cristina gazzotto soares almeida	Membro Externo
denes luis reis pedrosa	Membro Externo	gean magalhaes da costa	Membro Externo
denes luis reis pedrosa	Membro Externo	hellen virginia da silva alves	Membro Externo
denes luis reis pedrosa	Membro Externo	jefferson henrique cidreira	Membro Externo
denes luis reis pedrosa	Membro Externo	joao gabriel gomes de oliveira junior	Membro Externo
denes luis reis pedrosa	Membro Externo	alessandro aguilera silva	Membro Externo
denes luis reis pedrosa	Membro Externo	juander antonio de oliveira souza	Membro Externo
denes luis reis pedrosa	Membro Externo	alex mota dos santos	Modelagem de Sistemas
denes luis reis pedrosa	Membro Externo	allan rodrigues augusto	Membro Externo
denes luis reis pedrosa	Membro Externo	amanda michalski	Membro Externo
denes luis reis pedrosa	Membro Externo	barbara elis nascimento silva	Membro Externo
denes luis reis pedrosa	Membro Externo	celso pereira de oliveira	Membro Externo
denes luis reis pedrosa	Membro Externo	charlot jn charles	Membro Externo
denes luis reis pedrosa	Membro Externo	claudia cleomar ximenes	Membro Externo
denis lopes de brito	Membro Externo	elisangela ferreira menezes	Membro Externo
denis lopes de brito	Membro Externo	ellen cristina gazzotto soares almeida	Membro Externo
denis lopes de brito	Membro Externo	gean magalhaes da costa	Membro Externo
denis lopes de brito	Membro Externo	hellen virginia da silva alves	Membro Externo
denis lopes de brito	Membro Externo	jefferson henrique cidreira	Membro Externo
denis lopes de brito	Membro Externo	joao gabriel gomes de oliveira junior	Membro Externo
denis lopes de brito	Membro Externo	alessandro aguilera silva	Membro Externo
denis lopes de brito	Membro Externo	juander antonio de oliveira souza	Membro Externo
denis lopes de brito	Membro Externo	alex mota dos santos	Modelagem de Sistemas
denis lopes de brito	Membro Externo	allan rodrigues augusto	Membro Externo
denis lopes de brito	Membro Externo	amanda michalski	Membro Externo
denis lopes de brito	Membro Externo	barbara elis nascimento silva	Membro Externo
denis lopes de brito	Membro Externo	celso pereira de oliveira	Membro Externo
denis lopes de brito	Membro Externo	charlot jn charles	Membro Externo
denis lopes de brito	Membro Externo	claudia cleomar ximenes	Membro Externo
elisangela ferreira menezes	Membro Externo	ellen cristina gazzotto soares almeida	Membro Externo
elisangela ferreira menezes	Membro Externo	gean magalhaes da costa	Membro Externo
elisangela ferreira menezes	Membro Externo	hellen virginia da silva alves	Membro Externo
elisangela ferreira menezes	Membro Externo	jefferson henrique cidreira	Membro Externo
elisangela ferreira menezes	Membro Externo	joao gabriel gomes de oliveira junior	Membro Externo
elisangela ferreira menezes	Membro Externo	alessandro aguilera silva	Membro Externo
elisangela ferreira menezes	Membro Externo	juander antonio de oliveira souza	Membro Externo
elisangela ferreira menezes	Membro Externo	alex mota dos santos	Modelagem de Sistemas
elisangela ferreira menezes	Membro Externo	allan rodrigues augusto	Membro Externo
elisangela ferreira menezes	Membro Externo	amanda michalski	Membro Externo
elisangela ferreira menezes	Membro Externo	barbara elis nascimento silva	Membro Externo
elisangela ferreira menezes	Membro Externo	celso pereira de oliveira	Membro Externo
elisangela ferreira menezes	Membro Externo	charlot jn charles	Membro Externo
elisangela ferreira menezes	Membro Externo	claudia cleomar ximenes	Membro Externo
ellen cristina gazzotto soares almeida	Membro Externo	gean magalhaes da costa	Membro Externo
ellen cristina gazzotto soares almeida	Membro Externo	hellen virginia da silva alves	Membro Externo
ellen cristina gazzotto soares almeida	Membro Externo	jefferson henrique cidreira	Membro Externo
ellen cristina gazzotto soares almeida	Membro Externo	joao gabriel gomes de oliveira junior	Membro Externo
ellen cristina gazzotto soares almeida	Membro Externo	alessandro aguilera silva	Membro Externo
ellen cristina gazzotto soares almeida	Membro Externo	juander antonio de oliveira souza	Membro Externo
ellen cristina gazzotto soares almeida	Membro Externo	alex mota dos santos	Modelagem de Sistemas
ellen cristina gazzotto soares almeida	Membro Externo	allan rodrigues augusto	Membro Externo
ellen cristina gazzotto soares almeida	Membro Externo	amanda michalski	Membro Externo
ellen cristina gazzotto soares almeida	Membro Externo	barbara elis nascimento silva	Membro Externo
ellen cristina gazzotto soares almeida	Membro Externo	celso pereira de oliveira	Membro Externo
ellen cristina gazzotto soares almeida	Membro Externo	charlot jn charles	Membro Externo
ellen cristina gazzotto soares almeida	Membro Externo	claudia cleomar ximenes	Membro Externo
gean magalhaes da costa	Membro Externo	hellen virginia da silva alves	Membro Externo
gean magalhaes da costa	Membro Externo	jefferson henrique cidreira	Membro Externo
gean magalhaes da costa	Membro Externo	joao gabriel gomes de oliveira junior	Membro Externo
gean magalhaes da costa	Membro Externo	alessandro aguilera silva	Membro Externo
gean magalhaes da costa	Membro Externo	juander antonio de oliveira souza	Membro Externo
gean magalhaes da costa	Membro Externo	alex mota dos santos	Modelagem de Sistemas
gean magalhaes da costa	Membro Externo	allan rodrigues augusto	Membro Externo
gean magalhaes da costa	Membro Externo	amanda michalski	Membro Externo
gean magalhaes da costa	Membro Externo	barbara elis nascimento silva	Membro Externo
gean magalhaes da costa	Membro Externo	celso pereira de oliveira	Membro Externo
gean magalhaes da costa	Membro Externo	charlot jn charles	Membro Externo
gean magalhaes da costa	Membro Externo	claudia cleomar ximenes	Membro Externo
hellen virginia da silva alves	Membro Externo	jefferson henrique cidreira	Membro Externo
hellen virginia da silva alves	Membro Externo	joao gabriel gomes de oliveira junior	Membro Externo
hellen virginia da silva alves	Membro Externo	alessandro aguilera silva	Membro Externo
hellen virginia da silva alves	Membro Externo	juander antonio de oliveira souza	Membro Externo
hellen virginia da silva alves	Membro Externo	alex mota dos santos	Modelagem de Sistemas
hellen virginia da silva alves	Membro Externo	allan rodrigues augusto	Membro Externo
hellen virginia da silva alves	Membro Externo	amanda michalski	Membro Externo
hellen virginia da silva alves	Membro Externo	barbara elis nascimento silva	Membro Externo
hellen virginia da silva alves	Membro Externo	celso pereira de oliveira	Membro Externo
hellen virginia da silva alves	Membro Externo	charlot jn charles	Membro Externo
hellen virginia da silva alves	Membro Externo	claudia cleomar ximenes	Membro Externo
jefferson henrique cidreira	Membro Externo	joao gabriel gomes de oliveira junior	Membro Externo
jefferson henrique cidreira	Membro Externo	alessandro aguilera silva	Membro Externo
jefferson henrique cidreira	Membro Externo	juander antonio de oliveira souza	Membro Externo
jefferson henrique cidreira	Membro Externo	alex mota dos santos	Modelagem de Sistemas
jefferson henrique cidreira	Membro Externo	allan rodrigues augusto	Membro Externo
jefferson henrique cidreira	Membro Externo	amanda michalski	Membro Externo
jefferson henrique cidreira	Membro Externo	barbara elis nascimento silva	Membro Externo
jefferson henrique cidreira	Membro Externo	celso pereira de oliveira	Membro Externo
jefferson henrique cidreira	Membro Externo	charlot jn charles	Membro Externo
jefferson henrique cidreira	Membro Externo	claudia cleomar ximenes	Membro Externo
joao gabriel gomes de oliveira junior	Membro Externo	alessandro aguilera silva	Membro Externo
joao gabriel gomes de oliveira junior	Membro Externo	juander antonio de oliveira souza	Membro Externo
joao gabriel gomes de oliveira junior	Membro Externo	alex mota dos santos	Modelagem de Sistemas
joao gabriel gomes de oliveira junior	Membro Externo	allan rodrigues augusto	Membro Externo
joao gabriel gomes de oliveira junior	Membro Externo	amanda michalski	Membro Externo
joao gabriel gomes de oliveira junior	Membro Externo	barbara elis nascimento silva	Membro Externo
joao gabriel gomes de oliveira junior	Membro Externo	celso pereira de oliveira	Membro Externo
joao gabriel gomes de oliveira junior	Membro Externo	charlot jn charles	Membro Externo
joao gabriel gomes de oliveira junior	Membro Externo	claudia cleomar ximenes	Membro Externo
alessandro aguilera silva	Membro Externo	juander antonio de oliveira souza	Membro Externo
alessandro aguilera silva	Membro Externo	alex mota dos santos	Modelagem de Sistemas
alessandro aguilera silva	Membro Externo	allan rodrigues augusto	Membro Externo
alessandro aguilera silva	Membro Externo	amanda michalski	Membro Externo
alessandro aguilera silva	Membro Externo	barbara elis nascimento silva	Membro Externo
alessandro aguilera silva	Membro Externo	celso pereira de oliveira	Membro Externo
alessandro aguilera silva	Membro Externo	charlot jn charles	Membro Externo
alessandro aguilera silva	Membro Externo	claudia cleomar ximenes	Membro Externo
juander antonio de oliveira souza	Membro Externo	allan rodrigues augusto	Membro Externo
juander antonio de oliveira souza	Membro Externo	amanda michalski	Membro Externo
juander antonio de oliveira souza	Membro Externo	barbara elis nascimento silva	Membro Externo
juander antonio de oliveira souza	Membro Externo	celso pereira de oliveira	Membro Externo
juander antonio de oliveira souza	Membro Externo	charlot jn charles	Membro Externo
juander antonio de oliveira souza	Membro Externo	claudia cleomar ximenes	Membro Externo
allan rodrigues augusto	Membro Externo	amanda michalski	Membro Externo
allan rodrigues augusto	Membro Externo	barbara elis nascimento silva	Membro Externo
allan rodrigues augusto	Membro Externo	celso pereira de oliveira	Membro Externo
allan rodrigues augusto	Membro Externo	charlot jn charles	Membro Externo
allan rodrigues augusto	Membro Externo	claudia cleomar ximenes	Membro Externo
amanda michalski	Membro Externo	barbara elis nascimento silva	Membro Externo
amanda michalski	Membro Externo	celso pereira de oliveira	Membro Externo
amanda michalski	Membro Externo	charlot jn charles	Membro Externo
amanda michalski	Membro Externo	claudia cleomar ximenes	Membro Externo
barbara elis nascimento silva	Membro Externo	celso pereira de oliveira	Membro Externo
barbara elis nascimento silva	Membro Externo	charlot jn charles	Membro Externo
barbara elis nascimento silva	Membro Externo	claudia cleomar ximenes	Membro Externo
celso pereira de oliveira	Membro Externo	charlot jn charles	Membro Externo
celso pereira de oliveira	Membro Externo	claudia cleomar ximenes	Membro Externo
charlot jn charles	Membro Externo	claudia cleomar ximenes	Membro Externo
lincoln b. de souza	Membro Externo	s.b. oliveira	Membro Externo
lincoln b. de souza	Membro Externo	d. p. barbosa	Membro Externo
lincoln b. de souza	Membro Externo	sergio botelho de oliveira	Tecnologia e Gerenciamento de Resíduos
s.b. oliveira	Membro Externo	d. p. barbosa	Membro Externo
s.b. oliveira	Membro Externo	sergio botelho de oliveira	Tecnologia e Gerenciamento de Resíduos
f. a. gomes	Membro Externo	v. m. gomes	Membro Externo
f. a. gomes	Membro Externo	wesley pacheco calixto	Modelagem de Sistemas
l. s. pinto	Membro Externo	e. g. domingues	Membro Externo
l. s. pinto	Membro Externo	daywes pinheiro neto	Energias Renováveis
e. g. domingues	Membro Externo	daywes pinheiro neto	Energias Renováveis
e. g. domingues	Membro Externo	aylton jose alves	Energias Renováveis
m. a. a. faria	Membro Externo	p. a. j. stecanella	Membro Externo
m. a. a. faria	Membro Externo	aylton jose alves	Energias Renováveis
m. a. a. faria	Membro Externo	e. g. domingues	Membro Externo
p. a. j. stecanella	Membro Externo	aylton jose alves	Energias Renováveis
p. a. j. stecanella	Membro Externo	e. g. domingues	Membro Externo
z. pinheiro	Membro Externo	j. j. barboza	Membro Externo
z. pinheiro	Membro Externo	alex mota dos santos	Modelagem de Sistemas
helci ferreira ramos	Membro Externo	f. g. nunes	Membro Externo
helci ferreira ramos	Membro Externo	alex mota dos santos	Modelagem de Sistemas
j. m. rodrigues	Membro Externo	aylton jose alves	Energias Renováveis
j. m. rodrigues	Membro Externo	e. g. domingos	Membro Externo
aylton jose alves	Energias Renováveis	e. g. domingos	Membro Externo
aylton jose alves	Energias Renováveis	l. martins neto	Membro Externo
